album,artists,available_markets,disc_number,duration_ms_x,explicit,external_ids,external_urls,href,id,is_local,name,popularity,preview_url,track_number,type_x,uri,like,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type_y,track_href,analysis_url,duration_ms_y,time_signature
The Narrows,Brock Berrigan,"['AD', 'AE', 'AG', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BZ', 'CA', 'CH', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'MG', 'MH', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'ZA', 'ZM']",1,118554,False,{'isrc': 'TCADN1852676'},{'spotify': 'https://open.spotify.com/track/4naOGyCshLbSSlRcjBpZuW'},https://api.spotify.com/v1/tracks/4naOGyCshLbSSlRcjBpZuW,4naOGyCshLbSSlRcjBpZuW,False,Continental Breakfast,17,https://p.scdn.co/mp3-preview/83561566eb7ea8bc10bdbe4cf4a237ff2f5237b7?cid=527cc027556e4e75bde9716a7a0562a5,16,track,spotify:track:4naOGyCshLbSSlRcjBpZuW,1,0.523,0.814,6,-5.081,0,0.101,0.0148,0.00119,0.237,0.51,83.044,audio_features,https://api.spotify.com/v1/tracks/4naOGyCshLbSSlRcjBpZuW,https://api.spotify.com/v1/audio-analysis/4naOGyCshLbSSlRcjBpZuW,118554,4
Hightide,"['Engelwood', 'Jeff Kaale']",[],1,117865,False,{'isrc': 'TCACW1758190'},{'spotify': 'https://open.spotify.com/track/3iDyqy6k56esGfFEzYPymp'},https://api.spotify.com/v1/tracks/3iDyqy6k56esGfFEzYPymp,3iDyqy6k56esGfFEzYPymp,False,Barbeque Music,9,,5,track,spotify:track:3iDyqy6k56esGfFEzYPymp,1,0.74,0.849,1,-5.428,1,0.211,0.141,0.0,0.178,0.755,91.002,audio_features,https://api.spotify.com/v1/tracks/3iDyqy6k56esGfFEzYPymp,https://api.spotify.com/v1/audio-analysis/3iDyqy6k56esGfFEzYPymp,117866,4
Summer Loves You,Oilix,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']",1,160000,False,{'isrc': 'FR9Z61900214'},{'spotify': 'https://open.spotify.com/track/75halFEJ8EHL8nL8XTDee8'},https://api.spotify.com/v1/tracks/75halFEJ8EHL8nL8XTDee8,75halFEJ8EHL8nL8XTDee8,False,Love,39,https://p.scdn.co/mp3-preview/e18149ab7f137862f2dd37f21590010995c7a08e?cid=527cc027556e4e75bde9716a7a0562a5,4,track,spotify:track:75halFEJ8EHL8nL8XTDee8,1,0.758,0.507,9,-5.03,1,0.0308,0.214,0.273,0.286,0.716,90.004,audio_features,https://api.spotify.com/v1/tracks/75halFEJ8EHL8nL8XTDee8,https://api.spotify.com/v1/audio-analysis/75halFEJ8EHL8nL8XTDee8,160000,4
"Sorry, I Like You",Burbank,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']",1,122790,False,{'isrc': 'QZ8LD1729683'},{'spotify': 'https://open.spotify.com/track/34MqDD3411uJQvXsqpZv3D'},https://api.spotify.com/v1/tracks/34MqDD3411uJQvXsqpZv3D,34MqDD3411uJQvXsqpZv3D,False,"Sorry, I Like You",65,https://p.scdn.co/mp3-preview/ff23c9fe598c0e1f75c2ec99ee57a16fcda55164?cid=527cc027556e4e75bde9716a7a0562a5,1,track,spotify:track:34MqDD3411uJQvXsqpZv3D,1,0.833,0.641,9,-6.337,1,0.0613,0.266,3.75e-06,0.268,0.586,86.02,audio_features,https://api.spotify.com/v1/tracks/34MqDD3411uJQvXsqpZv3D,https://api.spotify.com/v1/audio-analysis/34MqDD3411uJQvXsqpZv3D,122791,4
Chillhop Essentials Winter 2016,Juan Rios,[],1,167018,False,{'isrc': 'TCACU1638247'},{'spotify': 'https://open.spotify.com/track/1qzMdIU4amnTgVlN3Jc2ho'},https://api.spotify.com/v1/tracks/1qzMdIU4amnTgVlN3Jc2ho,1qzMdIU4amnTgVlN3Jc2ho,False,Pine Trees,0,,8,track,spotify:track:1qzMdIU4amnTgVlN3Jc2ho,1,0.489,0.249,9,-12.238,1,0.175,0.977,0.904,0.0789,0.484,87.101,audio_features,https://api.spotify.com/v1/tracks/1qzMdIU4amnTgVlN3Jc2ho,https://api.spotify.com/v1/audio-analysis/1qzMdIU4amnTgVlN3Jc2ho,167018,4
Eventide,Bonus Points,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BZ', 'CA', 'CH', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'ZA', 'ZM']",1,161565,False,{'isrc': 'TCADX1880602'},{'spotify': 'https://open.spotify.com/track/3XGjDwZtxorBfs3Ud2qKxz'},https://api.spotify.com/v1/tracks/3XGjDwZtxorBfs3Ud2qKxz,3XGjDwZtxorBfs3Ud2qKxz,False,Cocktails on the Patio,16,https://p.scdn.co/mp3-preview/135850b7f1e305e968fd5bc9e843698027912180?cid=527cc027556e4e75bde9716a7a0562a5,12,track,spotify:track:3XGjDwZtxorBfs3Ud2qKxz,1,0.812,0.612,1,-9.841,1,0.0611,0.0914,0.841,0.201,0.96,91.946,audio_features,https://api.spotify.com/v1/tracks/3XGjDwZtxorBfs3Ud2qKxz,https://api.spotify.com/v1/audio-analysis/3XGjDwZtxorBfs3Ud2qKxz,161565,4
Burberry,Minthaze,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']",1,120015,False,{'isrc': 'QM42K1877960'},{'spotify': 'https://open.spotify.com/track/7kA52KXYpsS0C1Xe1GTfnB'},https://api.spotify.com/v1/tracks/7kA52KXYpsS0C1Xe1GTfnB,7kA52KXYpsS0C1Xe1GTfnB,False,Burberry,9,https://p.scdn.co/mp3-preview/930c70f0d7ec1fc684b0626451a1214dc023babf?cid=527cc027556e4e75bde9716a7a0562a5,1,track,spotify:track:7kA52KXYpsS0C1Xe1GTfnB,1,0.825,0.591,10,-11.708,0,0.0598,0.106,0.793,0.0995,0.657,85.052,audio_features,https://api.spotify.com/v1/tracks/7kA52KXYpsS0C1Xe1GTfnB,https://api.spotify.com/v1/audio-analysis/7kA52KXYpsS0C1Xe1GTfnB,120016,4
Lapis Lazuli,Jazzinuf,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']",1,141333,False,{'isrc': 'USANG1904045'},{'spotify': 'https://open.spotify.com/track/20k7dNVQhMqPEYlOwFrmC6'},https://api.spotify.com/v1/tracks/20k7dNVQhMqPEYlOwFrmC6,20k7dNVQhMqPEYlOwFrmC6,False,Moonlight Bossa,43,https://p.scdn.co/mp3-preview/cfd4b43052e490cfcdbd83449ee2d72eca2428f5?cid=527cc027556e4e75bde9716a7a0562a5,1,track,spotify:track:20k7dNVQhMqPEYlOwFrmC6,1,0.532,0.942,8,-5.425,0,0.0965,0.166,0.182,0.218,0.599,179.825,audio_features,https://api.spotify.com/v1/tracks/20k7dNVQhMqPEYlOwFrmC6,https://api.spotify.com/v1/audio-analysis/20k7dNVQhMqPEYlOwFrmC6,141333,4
City Summer,Dyalla,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']",1,111856,False,{'isrc': 'UST8K1682188'},{'spotify': 'https://open.spotify.com/track/19IGL5YYUdj1usadFsIuPf'},https://api.spotify.com/v1/tracks/19IGL5YYUdj1usadFsIuPf,19IGL5YYUdj1usadFsIuPf,False,Could You?,29,https://p.scdn.co/mp3-preview/e3d807443a0ca1c550c451544d73bb5c24a70cc4?cid=527cc027556e4e75bde9716a7a0562a5,2,track,spotify:track:19IGL5YYUdj1usadFsIuPf,1,0.558,0.569,6,-12.264,0,0.31,0.0433,0.277,0.07,0.962,175.54,audio_features,https://api.spotify.com/v1/tracks/19IGL5YYUdj1usadFsIuPf,https://api.spotify.com/v1/audio-analysis/19IGL5YYUdj1usadFsIuPf,111856,4
The Scenic Route,Brock Berrigan,"['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW']",1,122790,False,{'isrc': 'QZFZ21974431'},{'spotify': 'https://open.spotify.com/track/6cG0FVSm9Symr8Q4kTuWD4'},https://api.spotify.com/v1/tracks/6cG0FVSm9Symr8Q4kTuWD4,6cG0FVSm9Symr8Q4kTuWD4,False,An Old Love Tale,25,https://p.scdn.co/mp3-preview/76114760c0e41a0f247f6e1261524fe1377f7b69?cid=527cc027556e4e75bde9716a7a0562a5,2,track,spotify:track:6cG0FVSm9Symr8Q4kTuWD4,1,0.828,0.564,8,-8.383,1,0.109,0.129,0.733,0.106,0.735,86.067,audio_features,https://api.spotify.com/v1/tracks/6cG0FVSm9Symr8Q4kTuWD4,https://api.spotify.com/v1/audio-analysis/6cG0FVSm9Symr8Q4kTuWD4,122791,4
